monthly_payment,description,price,square_price,area,rooms,subways,floors
405711.33628318587,,21938895,465300,47.15,1,нет метро,16
405711.33628318587,,14995346,252361,59.42,3,нет метро,16
405711.33628318587,"Продается квартира в кирпичном доме 1990 года постройки. Чистый подъезд с консьержем. Два лифта. Один собственник, приватизация, свободная продажа.
 
Просторный холл, гостиная 23 метра с эркером и лоджией, 2 спальни, с выходом на лоджию 12 кв.м, окна спален выходят в тихий  внутренний двор. Раздельный санузел. Просторная кухня.

10 минут на машине до Кремля. В пешей доступности Школа и детсад на Яузе, парк Лефортово, магазины Азбука Вкуса, Перекресток, Пятерочка, 4 лапы, рестораны, кафе, БауманкаФит с тренажерным залом и бассейном.

Показы по договоренности, звоните! Лот №44056949.
 Агент Столярова Светлана Александровна, НДВ-Супермаркет недвижимости",45000000,468750,96.0,3,"Сокольники, Красносельская, Комсомольская, Бауманская, Лефортово, Сокольники (Стромынка), Комсомольская, Электрозаводская, Электрозаводская",12
405711.33628318587,,163523889,1085816,150.6,3,нет метро,11
158334.0,"Продается 2 ком. квартира 57 кв.м. на 7 этаже 13 этажного монолитно-кирпичного дома по адресу: Москва, г. Щербинка, ул. Барышевская роща дом 2. О КВАРТИРЕ: Квартира без ремонта, что позволяет вам воплотить все свои дизайнерские фантазии!!! Общая площадь 57 кв.м ., распашонка. Кухня 12 кв.м. с выходом на балкон, комната 18 кв.м и 11 кв.м. с выходом на второй балкон. Раздельный санузел. Чистый подъезд с 2 лифтами. ДОКУМЕНТЫ: Взрослый собственник, куплена была по ДДУ в 2017 году. Никто не прописан. ИНФРАСТРУКТУРА: ЖK Прима Парк. Дoм пo соседству c частным сектором в экологически чистом мeстe. Школа , детский сад, спортивные и детские площадки, магазины, мед центр, кафе практически во дворе. Рядом речка с прудом, зеленый благоустроенный парк для прогулок и занятий спортом. В шаговой доступности автобусная остановка (проезд до ст. Щербинка и м. Бунинская аллея), в 15 мин. пешком станция Щербинка, так жe до ст. Бунинская аллея 15 минут на транспорте. Объект №63250-4253.",9500000,166666,57.0,2,"Улица Горчакова, Бунинская Аллея, Силикатная, Бутово, Щербинка, Остафьево",13
405711.33628318587,"Квартира №112
Дом сдан! Идет заселение! Московская прописка. Шаговая доступность от метро Некрасовка. Благоустроенный, современный район с большим количеством магазинов, кафе, детских и спортивных площадок. Новые действующие школа, детские сады, поликлиника. Возле метро строится большой торговый центр с кинотеатром. Оперативный показ!",11054085,263820,41.9,1,Некрасовка,25
405711.33628318587,,6613750,203500,32.5,1,нет метро,8
405711.33628318587,"Квартира №102
Дом сдан! Идет заселение! Московская прописка. Шаговая доступность от метро Некрасовка. Благоустроенный, современный район с большим количеством магазинов, кафе, детских и спортивных площадок. Новые действующие школа, детские сады, поликлиника. Возле метро строится большой торговый центр с кинотеатром. Оперативный показ!",11054085,263820,41.9,1,Некрасовка,25
405711.33628318587,,403190000,2300000,175.3,2,нет метро,9
405711.33628318587,,21927069,505232,43.4,1,нет метро,26
162501.0,"ЖК ""Первый Ленинградский""! Выгодное предложение! Московская прописка! ПО ПЕРЕУСТУПКЕ в 1 корпусе с регистрацией в Росреестре. Уступка включена в стоимость. Реализация объекта от отдела вторичного жилья ГК ФСК + бесплатное сопровождение юристами застройщика. Корпус сдан.
Отделка: предчистовая (White BOX ).
Квартира с большой кухней гостинной-11 м.кв. с выходом на застекленную лоджию, большая спальня-14,1 м.кв., просторная прихожая, совмещенный санузел..
Продажа по переуступке прав требования с регистрацией в Росреестре. Уступка включена в  стоимость. Реализация объекта от отдела вторичного жилья ГК ФСК + бесплатное сопровождение юристами застройщика.
Двор: закрытая территория, детская площадка, спортивная площадка
Парковка: подземная и наземная.
Жилой комплекс окружают три пруда: Большой Молжаниновский, Восточный Бурцевский и Западный Бурцевский, имеются прогулочные бульвары. Свежий воздух и красивый вид! 
 Общая доступность общественного транспорта позволяет быстро добраться до любой точки города. Комплекс находиться в 7 км. от МКАД. В 3 минутах от комплекса есть автобусная остановка, от которой с небольшим интервалом курсируют несколько автобусов до метро ""Планерная"" и ""Речной вокзал"". В 15 минутах пешком находиться железнодорожная станция Молжаниново (Планеная) Ленинградского направления. В скором времени будет запущена МЦД-3, что еще больше улучшит транспортную доступность.",9750000,255905,38.1,1,нет метро,15
405711.33628318587,,160233000,1409261,113.7,2,нет метро,20
366669.0,"Продается 4-х комнатная квартира, требует ремонта. Три взрослых собственника, более 10 лет в собственности, свободная продажа, ограничений и обременений нет.",22000000,203703,108.0,4,"Черкизовская, Измайловская, Партизанская, Локомотив",17
366669.0,"Продается 4-х комнатная квартира, требует ремонта. Три взрослых собственника, более 10 лет в собственности, свободная продажа, ограничений и обременений нет.",22000000,203703,108.0,3,"Черкизовская, Измайловская, Партизанская, Локомотив",17
405711.33628318587,,18122700,289500,62.6,2,нет метро,36
237501.0,"Номер в базе: 1863164. Продается уютная квартира в самом сердце Москвы, по адресу: Мосфильмовская улица 31к1! Эта замечательная квартира общей площадью 42,1 кв.м. расположена в теплом и надежном кирпичном доме, что гарантирует вам комфорт и безопасность. 

Всего в 10 минутах пешком находится станция метро Ломоносовский проспект, что обеспечивает отличную транспортную доступность и возможность быстро добраться до любого района столицы. Квартира имеет смежные комнаты, что создает атмосферу уюта и позволяет использовать пространство с максимальной выгодой. Также в наличии кладовка и балкон, где вы сможете наслаждаться свежим воздухом и прекрасными видами.

Район идеально подходит для семей с детьми: в шаговой доступности находятся современные школы, детские сады и разнообразные магазины. Развитая инфраструктура, включая кафе, парки и спортивные площадки, делает это место особенно привлекательным для комфортной жизни.

Квартира требует ремонта, что предоставляет вам отличную возможность создать пространство вашей мечты, учитывая все ваши предпочтения и стиль. Два взрослых собственника, свободная продажа, никто не зарегистрирован – это значит, что вы сможете быстро и без лишних хлопот оформить сделку.

Не упустите шанс стать владельцем этой замечательной квартиры в одном из самых удобных и красивых районов Москвы! Звоните прямо сейчас, чтобы записаться на просмотр и увидеть все преимущества этого уникального предложения!


Код пользователя: 161570",14250000,338479,42.1,2,"Минская, Ломоносовский проспект, Раменки",5
405711.33628318587,,13397952,209343,64.0,2,нет метро,31
405711.33628318587,,14428150,320625,45.0,2,нет метро,33
213334.0,"Номер в базе: 1818730. 
Продается квартира с хорошим видом на Москву в жилом комплексе комфорт-класса «Тринити» от надежного застройщика «Гранель». 

Квартира площадью 32,8 кв.м + 2,3 кв.м лоджия на 25 этаже — ваш шанс насладиться великолепными панорамами города через большие двухметровые окна, которые наполняют пространство светом и создают атмосферу уюта.

Черновая отделка дает вам возможность реализовать свои дизайнерские идеи и создать идеальное пространство для жизни, соответствующее вашим вкусам и стилю.

Жилой комплекс «Тринити» предлагает все преимущества современного комфортного жилья. Закрытый внутренний двор без автомобилей обеспечивает безопасность и спокойствие, позволяя детям свободно играть на детской площадке. Просторные подъезды с дизайнерской стеклянной входной группой и тамбуром сохраняют тепло и создают стильный облик.

На территории комплекса вы найдете спорткомплекс с фитнес-центром и бассейном, а также разнообразные магазины, салоны красоты и пункты выдачи товаров. В шаговой доступности расположен торговый центр «Metromoll»

Отличная транспортная доступность — несколько транспортных артерий, станция метро «Верхние Лихоборы», удобный выезд на Дмитровское и Коровинское шоссе, а также близость к линии МЦК, МЦД и МЖД со станцией «Лихоборы» — обеспечивают легкий доступ как к центру города, так и к загородным направлениям.

Один совершеннолетний собственник, без обременений, быстрый выход на сделку. 

При покупке через агентство «Этажи»
Для покупателя:
1) Физическое и юридическое сопровождение сделки на всех этапах!
2) Бесплатное одобрение ипотеки с пониженной процентной ставкой 11,99%! 

Не упустите возможность стать владельцем этой замечательной квартиры! Если у вас возникли вопросы, не стесняйтесь писать — мы с радостью ответим на все ваши запросы!



Код пользователя: 161951",12800000,363636,35.2,1,"Лихоборы, Селигерская, Окружная, Верхние Лихоборы, Дегунино",26
405711.33628318587,"Номер в базе: 882221. ПОМОЩЬ В ОДОБРЕНИИ И ПОЛУЧЕНИЕ ИПОТЕКИ ПО СНИЖЕННОЙ СТАВКЕ 12,9%
Продается просторная 3-х комнатная квартира на 2ом этаже 5-ти этажного панельного дома 1972 года постройки.
В квартире полностью изолированные комнаты, раздельный санузел, есть застекленный балкон.
В комнатах паркетный пол.
Окна выходят на обе стороны, с одной стороны парковка и огороженная детская площадка, с другой детский сад.
Вся инфраструктура рядом в шаговой доступности и школа, и сады, и поликлиника! Отличное место для большой семьи с детьми! 
Один взрослый собственник, полная стоимость! 
Звоните! Показ по договоренности! 

Код пользователя: 66520",10300000,168852,61.0,3,"Улица Горчакова, Бульвар Адмирала Ушакова, Силикатная, Бутово, Щербинка, Остафьево",5
405711.33628318587,,37179162,459002,81.0,3,нет метро,23
405711.33628318587,,41310360,504400,81.9,3,нет метро,30
405711.33628318587,"№029307 ЖК Crystal House

Квартира свободной планировки под отделку в знаменитом Crystal Housе в Коробейниковом переулке, сердце «Золотой Мили».

Площадь 213,40 кв. м, квартира расположена на 3 этаже. Виды из окон на Коробейников переулок и внутренний ухоженный двор с ландшафтным парком.

Можно приобрести 2 машиноместа в подземном паркинге.
Рядом с домом — набережная Москвы-реки, идеальная для прогулок в любое время года, а также памятники архитектуры, создающие особую атмосферу района: Зачатьевский монастырь, оперный центр Г. Вишневской, ММОМА.

Прямой представитель собственника.",455644424,2135166,213.4,4,"Октябрьская, Кропоткинская, Парк культуры, Парк культуры, Октябрьская",6
405711.33628318587,,28880784,671646,43.0,2,нет метро,21
405711.33628318587,"№131760 ЖК Власьевская слобода

Редкое предложение в ЖК ""Власьевская Слобода"" в тихих переулках Арбата. 
Четырехкомнатная квартира с дизайнерским ремонтом. Планировка: кухня-столовая, отдельная большая гостиная, две спальни со своими санузлами, гостевой санузел. При необходимости из гостиной можно сделать третью спальню. Квартира продается с двумя машиноместами в подземном паркинге и подсобным помещением 17,5м. Приятные виды из всех окон.


Ждем Вас на показе.",250000000,1470588,170.0,4,"Кропоткинская, Парк культуры, Арбатская, Смоленская, Боровицкая, Арбатская, Парк культуры, Смоленская",5
405711.33628318587,,37360215,389981,95.8,4,нет метро,22
405711.33628318587,,32888660,473900,69.4,2,нет метро,17
225001.0,"Арт. 68677287 Покупателю на данную квартиру ставка 0,01% по ипотеке на 2 года или 12,9% на весь срок!Уникальное предложение - идеальная с косметическим ремонтом !
Продаётся 2-комн. квартира с косметическим ремонтом, расположенные в спальном районе города по адресу:г. Москва, р-н Можайский, Витебская ул., 4
На 3 этаже 5 этажного панельного дома, общей площадью 44.6 м2.
Чистый подъезд, замечательные соседи. Просторные, убранные улицы, много зелени и прогулочных зон.
КАПИТАЛЬНЫЙ РЕМОНТ:
- Полностью укомплектованный кухонный гарнитур ;
- Выполнен ремонт внутридомовых инженерных систем водоснабжения;
- Выполнен ремонт ремонт внутридомовых инженерных систем теплоснабжения;
- Во дворе дома школа;
ШАГОВАЯ ДОСТУПНОСТЬ:
- Удобная транспортная развязка;
- 19 минут пешком до D1 Рабочий поселок;
- 19 минут пешком до D1 Сетунь;
- В шаговой доступности остановки;
- Развитая инфраструктура района;
ЛЕГКО КУПИТЬ:
- один собственник,
- подходит под ипотеку,
- быстрый выход на сделку (ВСЕ ДОКУМЕНТЫ ГОТОВЫ)
- помощь в одобрении кредита,
- Полное юридическое сопровождение сделки,
- Показ в удобное для вас время (онлайн показ)
- Гарантия безопасности!
Превратим объект в квартиру вашей мечты. Воспользуйтесь программой улучшений – закажите новый ремонт, мебель и технику.
Звоните ПРЯМО СЕЙЧАС, пока ВАШУ будущую квартиру не купил кто-то другой.",13500000,302690,44.6,2,"Сетунь, Рабочий Посёлок",5
405711.33628318587,,12798325,214737,59.6,2,нет метро,18
383336.0,"Продаётся прекрасная 3-х комнатная квартира .  Распашонка окна на запад и на восток. Готовый дизайн проект в подарок !!! Прекрасные панорамные виды . 400 м от метро.100 м Огромный Бутовский лесопарк. Готовая чистовая отделка. 2 больших с/у. Мастер спальня с кладовой. Большая прихожая. Металлическая дверь. Большие окна, комфортная планировка. Приятный сервис от ПИК. Видеонаблюдение. Вся инфраструктура в доме (магазины , кафе, службы доставки, в шаговой доступности школы , дет. сады и поликлиники, Медси)

Компания ZIP Realty является членом РГР (Российской гильдии риэлторов), ГРМ (Гильдии риэлторов Москвы), Гильдии риэлторов при МТПП (Московской торгово-промышленной палате), КОКОН (Консультанты коммерческой недвижимости), AREA (Ассоциации агентств элитной недвижимости)",23000000,251091,91.6,3,"Улица Горчакова, Бульвар Адмирала Ушакова, Улица Скобелевская, Бутово",33
195001.0,"Продается однокомнатная квартира, полностью готовая к чистовой отделке. 
Квартира расположена на 18 этаже, солнечная сторона, лоджия.
Прекрасный жилой комплекс ""Рассказово"" в пешей доступности от метро ""Рассказовка"". Красивые фасады и развитая инфраструктура для комфортного проживания. Консьерж, видеонаблюдение по периметру, двор без машин, подземный паркинг, детские площадки, ресторан, магазины, зоны для спорта и отдыха. 
Рядом 2 парка ""Боровский"" и ""Ульяновский"".

2 взрослых собственника, прямая продажа.

Компания ZIP Realty является членом РГР (Российской гильдии риэлторов), ГРМ (Гильдии риэлторов Москвы), Гильдии риэлторов при МТПП (Московской торгово-промышленной палате), КОКОН (Консультанты коммерческой недвижимости), AREA (Ассоциации агентств элитной недвижимости)",11700000,390000,30.0,1,"Новопеределкино, Рассказовка, Боровское шоссе, Пыхтино",22
405711.33628318587,,90996658,393414,231.3,6,нет метро,32
405711.33628318587,,49963680,533800,93.6,2,нет метро,31
690005.0,"Роскошная квартира в Хамовниках в кирпичном доме на 2 этаже с 5 большими окнами, выходящими во двор. Дом на 2-ой линни от набережной - квартира очень тихая, соседи пенсионеры.

Первые фото - текущий вид. Далее - дизайн-проект, как можно сделать

Планировка:
Детская, 14м2
Гостиная, 18м2
Спальня - 18м2
Кухня - 9м2
Санузел раздельный

Несущих стен нет - есть балки и 1 стол, все остальное можно менять под ваши пожелания.

В дизайн-проекте кухня совмещена с текущей детской и образует единую столовую зону 22м2, гостиная переделана в изолированную детскую, спальня с 2-мя окнами на текущем месте.

О районе:
Хамовники уютный и чистый район с прекрасной набережной и всей инфраструктурой в шаговой доступности.
Метро Фрунзенская - 6 минут
Парк Культуры и Нескучный сад - 10 минут
Кафе (Ferma) и РестоБар (Riverside) - 1,5 минуты)
Детский сад - 5 минут
Школа - 6 минут
Поликлиники взрослая и детская - 6 минут
У метро: МакДональдс, KFC, Vasilchuki, Chiko, LaSpecia, Riverside (в 10 минутах пешком больше 15 ресторанов)
Магазины: 2 Азбуки Вкуса, Магнолия, 2 Вкусвилла, Мяснов
+ Фитнес в МДМ

Условия сделки:
Свободная продажа
1 собственник с 2016 года (квартира в одной семье с постройки дома)
Возможна ипотека

Показ в будни с 9 до 21 по предварительной договорённости",41400000,564032,73.4,3,"Октябрьская, Шаболовская, Ленинский проспект, Парк культуры, Фрунзенская, Спортивная, Площадь Гагарина, Лужники, Парк культуры, Октябрьская",9
405711.33628318587,,29507626,435858,67.7,2,нет метро,55
288335.0,"КВАРТИРА БЕЗ ОБРЕМЕНЕНИЯ, покупалась за наличные средства
КЛЮЧИ НА РУКАХ! ОПЕРАТИВНЫЙ ПОКАЗ! 

Квартира расположена в 1 корпусе, 1 секция, 15 этаж 
Отличный панорамный вид из окна!

ЖК PROFIT (Профит) состоит из двух монолитных восьмисекционных жилых домов переменной этажности (от 26 до 32 этажей),
подземной автостоянки, помещений общественного назначения на первых этажах зданий, 
благоустроенной придомовой территории и собственной инфраструктуры.
Единство комплекса сохраняется за счет гармоничного сочетания всех его элементов.
Закрытый двор без машин, пропускная система. Подземный паркинг и паркинг для гостей.

Отличное расположение комплекса дает ряд преимуществ: в пешей доступности несколько станций метро и МЦК. 
Магазины: Ашан, Леруа Мерлен, несколько государственных школ и детских садов.
Район активно застраивается и привлекателен с точки зрения инвестиции и локации. 
Можно быстро проехать к центру и на ТТК, не далеко МКАД и Северо-Восточная хорда.  

ДЛЯ ИНВЕСТОРОВ: наша компания готова взять в управление эту квартиру по максимально рыночной арендной ставке.
Звоните, и мы сделаем процесс покупки недвижимости для вас максимально комфортным и безопасным!",17300000,318600,54.3,2,"Нижегородская, Новохохловская, Стахановская, Нижегородская, Нижегородская",32
405711.33628318587,,25590000,408133,62.7,3,нет метро,31
291652.0,"Основание собственности - договор дарение от 06.02.2017 года (от матери к сыну)
Один собственник
Никто не зарегистрирован
Три изолированных комнаты
Свободная продажа
В квартире все остается + посудомоечная машина.

Выгодное расположение:
ТЦ Гудзон - где можно купить абсолютно все - 178 метров от дома.
Школа и садик во дворе - 50 метров.
В 17 минутах Музей заповедник Коломенское.",17499000,214448,81.6,3,"Нагатинская, Нагорная, Нахимовский проспект, Каширская",8
405711.33628318587,,23472217,417580,56.21,2,нет метро,15
258335.0,"Продам уютную однокомнатную квартиру, расположенную между станциями метро Профсоюзная и Университет. Скоро откроется новая станция метро всего в 7 минутах ходьбы от дома — отличная возможность для быстрого доступа к любой точке города!

Рядом находится Черемушкинский рынок, множество продуктовых магазинов. Удобное транспортное сообщение: можно добраться до центра на трамвае, автобусе или метро, что делает это местоположение особенно удобным.


Квартира идеально подойдёт для студентов, благодаря отличной инфраструктуре и близости к университетам и общественному транспорту. Прекрасный вариант для комфортного и удобного проживания в развитом районе города!

Квартира полностью готова для проживания — остаётся вся необходимая мебель (кухонная, угловой диван, тумба, шкафы) и техника (микроволновка, холодильник, кондиционер).",15500000,439093,35.3,1,"Профсоюзная, Новые Черёмушки, Университет, Академическая",12
133167.0,"ОТДЕЛ ПРОДАЖ ЗАСТРОЙЩИКА!!!

Подходит под семейную ипотеку 6%.

Готовое жильё, купил и переехал. Удобная и функциональная планировка, выполнена отделка ""под ключ""(пол- ламинат, стены-обои, потолок- натяжной, с/у-плитка+сантехника).

Московская прописка (г.Москва, г.Троицк, ул.Георгия Скребицкого, д.7).

Всё необходимое для комфортного проживания - охраняемая закрытая территория, детский школьный автобус и своя бесплатная маршрутка, детская и спортивная площадки, благоустроенная территория, зона парковки, в минимаркете всегда свежие продукты, жилой комплекс окружен чистым лесом.
ЖК ""Лесная сказка""- новый современный микрорайон малоэтажной застройки г.Троицка. Доступна вся социальная инфраструктура-школа СОШ № 2 г. Троицк и Гимназия №6 г.Троицк , детский сад, художественная школа, спортивный центр, взрослая и детская поликлиники, больница РАН.
Низкие коммунальные платежи.
Развитое транспортное сообщение: легко и быстро, в течении 20-25минут, можно добраться до станций метро «Ольховая» или «Теплый стан»
Троицкая (Коммунарская) линия метро уже строится, и в 2026 году планируется открытие метро в Центре Троицка на Октябрьском проспекте.",7990000,206994,38.6,1,нет метро,4
405711.33628318587,,29274772,415244,70.5,2,нет метро,42
375002.0,"Продается светлая видовая ЕВРОТРЁШКА в современном ЖК Михайловский парк по адресу: Россия, Москва, улица Михайлова, 30Ак4. 

Общая площадь квартиры составляет 69.3 кв. м, просторная совмещенная кухня-гостиная 19.9 кв.м., две изолированные спальни 13 кв.м. и 19.1 кв.м. и два сан. узла: полноценный совмещенный санузел, плюс гостевой санузел, который вы можете переоборудовать под хоз. комнату или гардеробную. Квартира находится на комфортном 4-ом этаже 12-этажного корпуса, который был построен в 2021 году. Высота потолков 2.72 метра. Преимуществом квартиры также является то, что она расположена в корпусе, который строился НЕ под реновацию. 

Восхитительный вид из окон на две стороны: во двор и на улицу Михайлова, не на Рязанский проспект, уют и тишина вам обеспечены, да и пыли будет меньше из окон. 

В квартире выполнен ремонт от застройщика, вся необходимая мебель и техника есть, что позволит вам сразу заехать и наслаждаться комфортом. 

Дом, в котором находится квартира, новый и имеет все необходимые удобства. Подземная парковка избавит вас от проблем с поиском места для автомобиля, а наличие пассажирского и грузового лифтов обеспечит удобный подъём на ваш этаж. Закрытая территория двора с детскими и спортивными площадками, а так же зонами отдыха.

Район, в котором расположена квартира, отлично развит и предлагает все необходимое для удобной жизни. В шаговой доступности находятся школы и детские сады, что особенно важно для семей с детьми. Рядом также есть кофейни, аптеки и магазины, где можно сделать все необходимые покупки.

Дом удачно расположен в 9 минутах пешком от метро Окская и МЦД-3 Плющево и МЦД-4 Чухлинка. Удобный выезд на МСД и ТТК, а также МКАД в обе стороны, есть прямой выезд на Рязанский и Волгоградский проспекты. Остановка общественного транспорта напротив корпуса.

А так же в шаговой доступности Кусковский лесопарк и сквер с тренажерами для спорта и воркаут зоной.

Дополнительно в продаже имеется парковочное место 13.3 кв.м. и кладовая за отдельную стоимость.

Квартира продается по договору купли-продажи, возможна ипотека. Полная стоимость. Помощь покупателю в одобрении ипотеки любого банка.",22500000,324675,69.3,2,"Рязанский проспект, Окская, Стахановская",12
341669.0,"Номер в базе: 1868859. Предлагается 2-комн. квартира 46,8 м2 

О КВАРТИРЕ: 
- светлая, уютная, теплая 
- смежные комнаты, большая застекленная лоджия, раздельный с/у, паркет в комнатах 
- много зон для хранения: выделена гардеробная комната, встроенный шкаф в спальне 
- притяжная вентиляция в обеих комнатах, кондиционер в спальне, возможность регулировать батареи 
- вся техника и мебель, которые на фото, остаются (кухонный гарнитур с техникой, посудомойка, холодильник, обеденная зона), шкафы, доп. хранение, кровать, стиральная машинка 

 
О ЛОКАЦИИ: 
- 7-10 минут пешком до м.Проспект Мира, также рядом автобусная и трамвайная остановки 
- исторический район, тихий, зеленый, с хорошей инфраструктурой, детские сады, школы, поликлиники, магазины, салоны, аптеки, рядом Олимпийский (который скоро будет реконструирован)
- и много другое для комфортного проживания: Spar, Вкусвилл, Пятерочка, Магнит, булочная, кофейни, Аптекарский огород, и пр. 
- в 7 минутах Аптекарский огород и Грозольский сквер с детской площадкой, в 15 минутах– Екатерининский парк с прудом, до парков Сокольники и ВДНХ можно быстро добраться на автобусах 
 
О ДОМЕ: 
- в доме железобетонные перекрытия, был произведен капитальный ремонт с заменой коммуникаций и утеплением фасадов, установлены два новых пассажирских лифта, в наличии мусоропровод 
- двор: детская площадка, спортивная площадка школы, воркаут зона, в пешей доступности площадка для выгула собак
 
ДОКУМЕНТЫ: 
- 1 взрослый собственник, зарегистрированных нет, полная стоимость, прямая продажа по ДКП 
 
Компания «Этажи» оказывает содействие в получении положительного ипотечного решения в 27 банках, (консультация бесплатно), страхование со скидкой 25-30%. Юридическое сопровождение сделки. 
 
Звоните, чтобы успеть купить отличную квартиру по выгодной цене.




Код пользователя: 85587",20500000,438034,46.8,2,"Рижская, Проспект Мира, Сухаревская, Комсомольская, Красные Ворота, Рижская, Каланчёвская, Рижская (Ржевская), Проспект Мира, Комсомольская",12
405711.33628318587,,162750901,1727900,94.19,2,нет метро,17
405711.33628318587,,67927128,811070,83.75,2,нет метро,91
958340.0,"САМАЯ ПАНОРАМНАЯ КВАРТИРА В ЖК. БЕЗУМНО КРАСИВЫЙ ВИД НА РЕКУ. СВОЯ ТЕРРАССА. ДОМ БИЗНЕС КЛАССА. Потолки: 4.5 м, можно сделать второй этаж. Вид на город и воду. Продажа от физ. лица. Жилой комплекс NOW брендовго застройщика Tekta Group, генеральный подрядчик ФОДД: -расположен на благоустроенной набережной, в 30 метрах от воды, в 7 пеших минутах от метро Технопарк -в инфраструктуре жилого комплекса: школа, детский сад, 15 детских площадок, променад, велосипедные и беговые дорожки, баскетбольная и скейт площадки, зоны отдыха у воды, место для игры в пинг-понг, мини-амфитеатр, огороженная площадка для прогулки с собаками, центральная площадь, дождевой сад с валунами и извилистыми дорожками, уютный пирс, видовые качели и беседки, торговая зона на первых этажах -панорамное остекление, комфортное расстояние между корпусами и ландшафтный дизайн внутренного двора -дизайнерское лобби, помещение для хранение детских колясок и велосипедов, лапомойка для собак, лифты OTIS, подземный паркинг, круглосуточное видеонаблюдение, закрытая территория.
Оперативно пришлем подробное видео, быстрый показ.
По цене готовы договориться.",57500000,638888,90.0,4,"Технопарк, Коломенская, Нагатинская, ЗИЛ",6
405711.33628318587,Продается квартира. Четыре комнаты и кухня. Один санузел. Большая прихожая. Один собственник. Ремонт хороший. Перепланировок не было.Инфраструктура рядом. До метро регулярно ходит автобус. Быстрый выход на сделку. ,29900000,299000,100.0,4,"Хорошёво, Народное Ополчение, Мнёвники (Карамышевская)",22
405711.33628318587,,16422080,281200,58.4,2,нет метро,9
405711.33628318587,,15102900,291000,51.9,2,нет метро,26
